leto,mesto,naslov,izvajalec
2024,23, Fast Car ,Luke Combs
2024,24, Water ,Tyla
2024,25, Feather ,Sabrina Carpenter
2024,26, We Can't Be Friends (Wait for Your Love) ,Ariana Grande
2024,27, Austin ,Dasha
2024,28, Last Night ,Morgan Wallen
2024,29, Cowgirls ,Morgan Wallen
2024,29, Cowgirls ,Ernest
2024,30, Pink Skies ,Zach Bryan
2024,31, Thinkin' Bout Me ,Morgan Wallen
2024,32, Texas Hold 'Em ,Beyoncé
2024,33, Is It Over Now? ,Taylor Swift
2024,34, Miles on It ,Marshmello
2024,34, Miles on It ,Kane Brown
2024,35, I Can Do It with a Broken Heart ,Taylor Swift
2024,36, Wild Ones ,Jessie Murph
2024,36, Wild Ones ,Jelly Roll
2024,37, Ain't No Love in Oklahoma ,Luke Combs
2024,38, Carnival ,¥$
2024,38, Carnival ,Kanye West
2024,38, Carnival ,Ty Dolla Sign
2024,38, Carnival ,Rich The Kid
2024,38, Carnival ,Playboi Carti
2024,39, Houdini ,Eminem
2024,40, Wanna Be ,GloRilla
2024,40, Wanna Be ,Megan Thee Stallion
2024,41, Slow It Down ,Benson Boone
2024,42, Redrum ,21 Savage
2024,43, Houdini ,Dua Lipa
2024,44, Yeah Glo! ,GloRilla
2024,45, Rich Baby Daddy ,Drake
2024,45, Rich Baby Daddy ,Sexyy Red
2024,45, Rich Baby Daddy ,SZA
2024,46, What Was I Made For? ,Billie Eilish
2024,47, End of Beginning ,Djo
2024,48, Lunch ,Billie Eilish
2024,49, Never Lose Me ,Flo Milli
2024,50, Lies Lies Lies ,Morgan Wallen
2024,51, Type Shit ,Future
2024,51, Type Shit ,Metro Boomin
2024,51, Type Shit ,Travis Scott
2024,51, Type Shit ,Playboi Carti
2024,52, Gata Only ,FloyyMenor
2024,52, Gata Only ,Cris Mj
2024,53, Hot to Go! ,Chappell Roan
2024,54, All I Want for Christmas Is You ,Mariah Carey
2024,55, Get It Sexyy ,Sexyy Red
2024,56, Made for Me ,Muni Long
2024,57, Vampire ,Olivia Rodrigo
2024,58, Whatever She Wants ,Bryson Tiller
2024,59, Rockin' Around the Christmas Tree ,Brenda Lee
2024,60, Pretty Little Poison ,Warren Zeiders
2024,61, First Person Shooter ,Drake
2024,61, First Person Shooter ,J. Cole
2024,62, Die with a Smile ,Lady Gaga
2024,62, Die with a Smile ,Bruno Mars
2024,63, I Like the Way You Kiss Me ,Artemas
2024,64, Need a Favor ,Jelly Roll
2024,65, Save Me ,Jelly Roll
2024,65, Save Me ,Lainey Wilson
2024,66, Euphoria ,Kendrick Lamar
2024,67, Truck Bed ,Hardy
2024,68, Jingle Bell Rock ,Bobby Helms
2024,69, Flowers ,Miley Cyrus
2024,70, Where the Wild Things Are ,Luke Combs
2024,71, Everybody ,Nicki Minaj
2024,71, Everybody ,Lil Uzi Vert
2024,72, La Diabla ,Xavi
2024,73, Stargazing ,Myles Smith
2024,74, Last Christmas ,Wham!
2024,75, I Am Not Okay ,Jelly Roll
2024,76, Pour Me a Drink ,Post Malone
2024,76, Pour Me a Drink ,Blake Shelton
2024,77, White Horse ,Chris Stapleton
2024,78, Lil Boo Thang ,Paul Russell
2024,79, Good Good ,Usher
2024,79, Good Good ,Summer Walker
2024,79, Good Good ,21 Savage
2024,80, Act II: Date @ 8 ,4Batz
2024,80, Act II: Date @ 8 ,Drake
2024,81, High Road ,Koe Wetzel
2024,81, High Road ,Jessie Murph
2024,82, Monaco ,Bad Bunny
2024,83, IDGAF ,Drake
2024,83, IDGAF ,Yeat
2024,84, Burn It Down ,Parker Mccollum
2024,85, FukUMean ,Gunna
2024,86, Taste ,Sabrina Carpenter
2024,87, Where It Ends ,Bailey Zimmerman
2024,88, FTCU ,Nicki Minaj
2024,89, Wildflower ,Billie Eilish
2024,90, World on Fire ,Nate Smith
2024,91, On My Mama ,Victoria Monét
2024,92," Yes, And? ",Ariana Grande
2024,93, Exes ,Tate Mcrae
2024,94, A Holly Jolly Christmas ,Burl Ives
2024,95, Wind Up Missin' You ,Tucker Wetmore
2024,96, Bulletproof ,Nate Smith
2024,97, Fe!n ,Travis Scott
2024,97, Fe!n ,Playboi Carti
2024,98, The Painter ,Cody Johnson
2024,99, Down Bad ,Taylor Swift
2024,100, Dance the Night ,Dua Lipa
